11	24	1.2795
5	35	0.18193
29	37	0.60497
1	38	-0.015291
17	2	-1.3238
27	38	0.80338
22	20	0.98169
7	2	5.7333
3	6	1.8179
7	12	1.57
15	6	-0.88173
38	30	-0.08517
28	36	-0.65759
6	34	-0.28198
31	27	0.26163
16	32	-0.72286
29	4	-1.2718
13	21	0.23419
22	2	-4.8297
40	33	-0.061263
27	14	-0.74423
36	33	0.23703
14	29	0.57336
17	13	0.93837
30	8	-1.6487
40	13	1.285
19	18	-1.5066
13	21	0.77668
24	16	-1.564
31	30	-0.013597
15	1	2.6976
8	15	0.65657
15	7	-0.32581
2	15	-0.37699
17	13	-0.12145
28	0	-5.7858
20	28	-0.77216
29	27	0.41402
12	34	-0.70077
28	17	-0.18098
37	26	0.31856
28	27	-0.33361
5	14	0.45174
27	13	0.24941
15	28	-0.31615
20	1	-8.3008
16	38	0.60106
39	25	-1.0425
4	5	3.0314
23	38	-0.55467
19	19	0.9182
6	38	-1.485
21	39	-0.67408
13	11	0.94091
32	22	0.67845
2	0	3.8273
25	6	-3.3871
26	14	-1.6966
3	31	0.16009
34	13	-0.90601
35	22	2.3667
31	15	-0.28617
38	30	0.57778
26	40	0.58444
40	18	1.1045
30	3	-2.0073
2	4	3.4735
0	13	0.24355
34	11	0.75826
13	37	0.26075
11	20	1.2889
4	23	1.2738
7	2	6.4531
15	10	-1.81
34	32	-0.8834
31	22	-1.7534
40	38	-1.4222
29	22	0.35242
14	16	-0.75516
22	39	1.3483
30	24	0.60526
38	38	-0.65489
5	31	-0.022653
9	4	5.3145
13	11	0.82938
13	8	0.33801
35	17	1.8777
27	20	0.096342
0	34	1.7778
21	31	1.1832
21	23	0.10969
16	21	-0.27957
37	12	-0.13379
40	28	1.4602
22	25	1.312
23	31	0.016547
9	35	-0.54828
32	1	1.0897
9	25	-0.66884
23	8	-2.3916
25	35	-0.30768
18	38	0.12081
30	34	-0.063134
23	1	-7.0625
31	21	-0.87146
30	14	1.0147
39	2	7.8258
31	10	0.46334
23	2	-6.3536
24	9	-2.9122
24	38	0.76142
39	33	0.076315
18	1	-4.0411
28	39	0.63708
9	38	0.69669
31	1	1.4127
6	13	0.89455
3	29	-1.5713
12	1	3.9694
13	9	-0.40239
7	12	-0.38017
10	34	-0.53871
40	21	1.0961
25	4	-4.9148
19	5	-2.9871
10	16	-1.2494
39	6	3.4368
29	38	0.10644
28	5	-2.6698
7	9	1.6189
19	1	-5.4912
33	36	0.60576
4	29	2.1492
32	8	0.66875
35	13	1.6372
3	24	0.55499
2	25	0.1246
2	2	4.8401
18	7	-2.7791
36	7	1.4583
14	35	1.3696
17	23	-0.27674
5	8	2.2354
26	27	-0.47416
22	4	-2.8292
29	0	-3.7536
5	23	-0.44914
36	14	0.20773
18	17	-0.76681
4	11	1.4687
16	20	-2.3783
35	10	1.7755
39	0	8.3229
0	37	-2.1081
38	20	-0.099456
37	9	2.787
25	36	1.664
20	4	-2.0293
18	21	-1.4886
16	6	0.75264
6	39	-0.53875
35	38	-2.5128
19	20	1.0232
35	6	0.87242
29	29	-1.2713
22	31	-1.7359
25	19	-0.54019
11	34	1.3248
