31	22	3.376
23	18	3.6595
22	6	6.5597
40	10	5.5658
31	16	4.5786
24	39	1.305
32	21	3.5085
22	4	7.2367
3	37	0.15445
19	18	3.3658
34	37	1.5967
16	11	4.1371
9	32	0.8523
22	2	8.0019
15	8	4.5413
31	31	2.1968
31	28	2.4534
14	37	1.0414
39	24	2.8027
14	22	2.0776
7	30	0.67955
3	35	0.31223
12	36	0.94448
39	35	1.7567
26	28	2.3686
8	16	1.7823
13	1	5.7641
14	9	4.0753
36	0	9.6977
20	15	3.9245
23	37	1.4858
32	12	5.4579
14	35	1.071
9	6	3.2136
33	12	5.4371
3	17	0.63305
3	8	0.90832
12	31	1.1386
35	9	6.2772
19	36	1.3059
13	12	3.2891
18	7	5.6124
27	29	2.3529
23	39	1.2875
34	36	1.579
3	28	0.3214
10	33	1.0314
28	35	1.7059
17	36	1.2553
13	9	3.8603
1	25	0.19971
12	10	3.3862
17	18	3.0175
25	32	1.8265
9	29	0.94393
34	10	6.0282
36	30	2.1686
38	37	1.5264
23	34	1.6418
12	39	0.82617
31	5	7.8238
20	35	1.5586
25	31	2.0099
28	31	2.0824
3	18	0.61198
29	15	4.693
12	4	4.6144
9	18	1.8622
13	6	4.5453
11	12	2.8426
10	15	2.306
5	37	0.45121
27	7	6.8291
11	26	1.3709
10	16	2.1369
23	7	6.4436
2	1	0.95562
33	32	2.0074
1	12	0.28411
10	30	1.0221
12	24	1.6567
27	12	5.3722
25	33	1.8126
29	36	1.6202
11	24	1.4887
40	33	1.7568
12	22	1.8986
20	33	1.5464
5	1	2.3433
36	34	1.7778
9	4	3.6017
2	6	0.70256
14	29	1.4791
40	8	6.0544
8	30	0.77988
11	35	0.91152
20	8	5.6562
25	29	2.1859
16	25	2.0075
27	21	3.3554
5	39	0.3421
2	7	0.7568
1	8	0.19361
22	27	2.197
36	30	2.2249
24	15	4.3667
21	40	1.1707
26	1	9.2246
16	13	3.8211
10	26	1.3081
24	1	8.8987
25	5	7.4001
31	9	6.3986
9	35	0.73737
11	37	0.74653
0	0	0.028434
11	10	3.2015
14	24	1.9202
26	40	1.2756
24	40	1.1887
31	25	2.8376
36	38	1.4266
36	15	4.5813
3	9	1.0353
21	23	2.7643
1	22	0.14622
32	11	5.7819
12	35	0.99583
9	34	0.85281
10	26	1.3499
5	29	0.63007
7	10	2.088
34	5	7.7413
30	6	7.4427
30	27	2.5903
10	13	2.4248
4	25	0.57774
2	31	0.16481
11	30	1.1625
26	30	2.1259
25	2	8.5522
23	9	5.8767
8	19	1.4869
16	36	1.1858
11	22	1.7435
34	2	8.9015
31	32	2.0769
35	31	2.0811
17	20	2.8039
30	1	9.502
2	39	0.19849
39	9	5.8862
28	36	1.543
10	18	1.9235
30	2	8.9938
19	4	6.599
35	15	4.7051
13	21	2.1647
23	15	4.3528
10	0	4.7034
5	29	0.49361
9	14	2.2379
14	26	1.7598
28	6	7.3266
1	25	0.12605
28	17	4.1262
10	27	1.2401
35	7	6.9207
