27	31	-0.28638
23	26	1.3603
9	34	-0.91202
15	8	5.7833
8	17	1.1067
10	30	-1.49
34	4	-3.1186
17	18	1.0231
26	20	1.067
21	28	-0.66462
38	38	-0.49815
13	6	6.0792
14	2	7.4551
30	24	-0.69811
35	9	-0.25908
0	22	-0.51816
34	27	0.023657
33	19	0.030712
22	26	0.89329
17	33	-0.034952
24	35	-0.27403
13	29	-0.43653
31	10	1.7948
3	12	0.79755
18	7	3.6553
31	24	1.1869
25	31	0.8649
0	3	-1.0265
0	16	-1.6215
18	25	1.2175
9	31	0.63891
15	21	1.4369
18	1	6.651
2	18	0.87866
14	32	0.87565
15	40	1.365
12	34	0.58367
37	2	-5.1992
19	31	-0.45352
7	29	-1.0668
12	30	2.0592
34	8	-1.5765
25	13	0.82819
27	24	-1.1918
25	40	1.3666
10	18	2.2586
35	20	-1.1412
0	39	0.95567
14	31	-0.14373
24	40	-0.43651
37	8	-2.7751
18	1	7.5044
17	6	4.5604
26	29	0.27711
31	31	-0.3517
15	26	0.4802
18	13	3.0829
26	26	1.0951
30	1	1.6857
25	35	-0.72146
32	4	0.45285
1	38	0.60946
4	15	1.1115
1	5	2.7926
6	12	4.2527
34	36	1.3626
22	32	-0.8014
7	7	3.7059
38	7	-2.0959
22	36	1.1038
34	31	-0.21288
13	32	2.8976
9	8	2.6655
28	7	1.4138
21	26	-0.42902
11	4	5.2894
1	20	-0.23304
6	28	-0.057074
32	6	0.663
21	15	1.8663
17	33	0.45319
4	37	0.097665
25	6	4.7356
5	30	1.3739
23	22	-0.24978
7	7	3.7339
20	28	1.35
13	12	2.421
8	25	-0.5317
4	9	1.4792
6	20	0.55448
35	31	-0.21925
29	25	0.099669
0	10	-0.41817
33	26	-1.8155
10	13	1.43
36	4	-3.401
34	26	-0.87997
14	38	-1.2999
12	34	0.070431
6	6	5.708
15	28	1.0087
12	27	-0.22234
33	20	-0.5862
11	17	2.4131
34	15	-0.068343
8	34	1.0754
14	10	5.6418
14	11	2.0461
24	22	0.89033
18	25	0.22584
1	18	-0.13908
15	35	-0.3253
22	39	-0.46645
2	33	-0.46645
8	29	-1.8914
31	5	-0.20745
25	3	3.3714
33	34	0.060565
0	14	0.18093
0	37	0.50134
16	23	1.0277
8	2	5.4443
24	8	2.9489
33	6	-1.4186
30	17	0.83228
38	35	0.9713
21	3	5.6357
22	38	0.08084
27	38	-0.42737
35	10	-1.5194
7	1	5.524
28	19	2.1541
7	23	1.612
8	29	-0.42257
31	13	1.37
21	2	7.6234
0	36	-0.96475
39	33	0.81962
35	15	-2.581
35	31	0.068146
20	17	3.4332
21	21	-0.27647
1	22	-0.67179
30	10	-0.67657
31	5	0.51973
23	25	-1.0855
15	25	0.72965
20	9	2.2025
21	35	0.26498
18	4	6.5139
5	36	0.45028
26	15	1.2975
27	12	-0.12415
30	30	0.58648
12	10	4.2981
32	21	-0.064308
12	9	5.4856
11	2	6.1584
11	33	1.9796
31	4	0.37913
13	22	-0.18336
14	25	0.73723
27	0	3.6159
1	6	0.68077
6	0	7.018
17	30	0.28927
8	28	-1.8772
