23	15	1.6615
39	5	-4.164
1	1	1.125
7	28	0.34376
21	37	0.19012
26	15	1.1826
13	9	3.9672
26	37	0.01817
14	28	0.54639
34	36	-0.2312
22	38	0.10206
27	38	0.080281
10	40	0.097551
4	16	0.56672
1	27	0.043202
36	33	-0.28057
30	25	0.0134
32	28	-0.033066
18	20	1.2955
3	20	0.38965
6	31	0.27002
10	1	7.6312
3	36	0.022633
34	30	-0.018715
6	25	0.66345
25	30	0.16832
21	11	2.7511
7	8	2.8761
31	26	-0.18485
25	38	0.076939
6	32	0.0026547
18	14	2.3081
27	11	1.2914
11	30	0.47031
25	29	0.29102
38	35	-0.15029
23	37	0.26406
28	11	1.2083
40	28	-0.57826
36	25	-0.24573
26	2	4.1971
40	7	-3.6281
6	13	1.6473
20	12	2.6935
25	17	1.2765
32	3	-0.31721
17	22	1.1277
2	27	0.09089
21	4	5.8183
5	12	1.6082
15	40	0.10376
28	36	-0.00097117
5	0	4.8291
32	35	0.026547
2	10	0.8103
33	17	-0.23144
35	5	-2.2296
8	8	3.4396
24	31	0.37816
40	3	-5.5666
1	16	0.2537
5	24	0.49092
9	8	3.606
23	28	0.51334
27	24	0.3424
29	19	0.27676
20	9	3.5468
26	16	0.94188
1	31	-0.026451
7	1	5.9872
30	24	0.2232
12	3	6.9718
30	17	0.39369
34	40	0.040677
4	34	0.089356
24	2	5.4169
29	29	0.19466
23	4	5.1588
9	19	1.0045
37	35	-0.26209
38	0	-6.291
21	33	0.2337
28	32	0.026362
32	7	-0.12288
8	37	0.10635
4	28	0.13974
25	36	0.23245
0	29	0.11433
1	19	0.023192
4	34	0.056776
33	3	-1.2343
15	1	8.9854
9	13	2.1235
15	19	1.4719
7	9	2.6105
31	22	0.066734
13	27	0.65473
12	34	0.31235
29	36	0.14301
23	17	1.3077
31	16	0.1047
14	18	1.6369
7	12	1.7539
23	18	1.2628
19	39	0.12803
17	18	1.6552
13	20	1.2523
39	0	-6.7718
10	7	4.0859
23	36	0.10252
14	15	2.1384
12	4	6.2043
0	14	0.054545
27	7	2.0956
36	10	-1.8185
17	26	0.85511
35	40	-0.099615
38	37	-0.15025
15	2	8.1163
8	37	0.21651
7	7	3.1715
12	40	0.096779
34	13	-0.75007
21	9	3.7505
33	38	-0.045293
4	33	0.10029
25	37	0.084911
23	29	0.45317
10	36	0.19677
0	35	0.060939
11	14	2.2276
33	5	-0.97387
36	33	-0.25514
40	27	-0.42238
0	17	0.073725
30	38	0.0020777
3	38	-0.048728
25	1	5.588
33	11	-0.39326
34	2	-1.9848
23	33	0.26363
10	16	1.8326
32	23	0.061926
6	14	1.4179
11	39	0.18298
0	24	-0.053597
16	27	0.62183
1	35	-0.10302
35	17	-0.46602
8	3	5.3921
35	35	-0.07409
2	28	-0.05057
9	34	0.38562
1	27	0.052176
30	28	0.11987
28	36	0.20221
37	24	-0.4055
37	13	-1.2942
33	40	-0.18296
40	8	-3.6444
32	11	-0.27062
13	34	0.34705
1	31	-0.061116
30	8	0.59139
19	31	0.39761
16	25	0.89133
35	39	-0.12116
2	20	0.24179
