1	7	0.47967
23	5	4.5639
36	28	-0.36436
27	3	3.1978
7	21	0.79669
15	21	1.3539
18	35	0.27276
40	19	-1.1454
6	16	1.0229
35	27	-0.37427
26	30	0.2877
15	21	1.1965
7	14	1.639
17	6	5.3531
19	24	1.0493
4	10	1.4448
24	1	6.2165
9	30	0.3673
15	9	4.0393
23	18	1.3016
10	28	0.56727
11	14	2.0857
25	30	0.14469
10	16	1.5891
33	28	-0.2375
40	28	-0.45426
29	18	0.35435
14	0	9.8177
23	13	1.8962
4	17	0.78936
37	11	-1.7197
36	8	-1.9973
33	33	0.043936
10	17	1.4498
24	36	0.22603
0	16	0.034844
17	31	0.48166
12	16	1.8088
6	33	0.24094
7	30	0.26925
17	15	2.1231
3	8	1.2075
24	32	0.37912
19	38	0.1271
28	13	0.89566
28	27	0.10427
26	17	0.91202
1	34	-0.28989
2	31	-0.019197
13	6	5.1455
21	35	0.15922
26	40	0.073091
16	21	1.1915
33	36	0.15134
29	24	0.15986
39	6	-3.7995
21	8	3.7217
13	16	1.8977
4	30	0.060082
25	33	0.22377
31	32	0.10226
17	13	2.743
3	21	0.29182
10	3	6.0707
6	4	3.9309
11	5	5.6105
18	27	0.66653
21	20	1.0692
18	7	4.9558
35	20	-0.534
21	6	4.6904
38	2	-4.9208
26	34	0.033518
39	22	-0.95774
9	38	0.2173
27	28	0.29996
11	23	0.90303
27	33	0.2073
28	36	0.19976
2	40	0.13343
10	0	8.3579
9	35	0.31754
27	25	0.36814
34	40	-0.097358
14	21	1.0874
32	19	-0.022612
27	32	0.13885
0	9	0.0046435
24	20	0.83485
15	36	0.1175
37	23	-0.51405
0	34	-0.0062139
18	30	0.60475
17	24	0.97979
18	10	3.6879
31	27	-0.046943
13	3	7.0446
32	25	-0.17483
19	27	0.68576
1	29	0.33384
7	36	0.24878
29	40	-0.033486
19	31	0.50996
6	23	0.45327
13	38	0.073108
24	23	0.74896
7	0	6.3644
30	4	0.97755
9	35	0.3772
37	19	-0.75236
11	34	0.39039
31	8	0.026254
7	22	0.77997
11	25	0.9454
3	1	2.7281
23	25	0.45802
28	14	0.80576
22	2	6.5694
17	20	1.3804
26	7	2.6011
26	5	3.1672
27	8	1.884
26	6	2.7692
38	7	-3.0974
8	1	6.5763
29	26	-0.0076018
9	11	2.5867
4	22	0.45853
24	28	0.34547
18	20	1.3657
18	21	1.1854
27	18	0.61262
31	5	0.26834
14	20	1.3068
27	34	0.10164
17	35	0.22832
34	11	-0.84448
34	8	-1.3328
10	23	0.80382
25	26	0.39015
23	17	1.2711
22	8	3.6981
35	38	-0.1519
10	3	6.2878
13	4	6.5565
4	5	2.3463
38	6	-3.3302
26	25	0.4871
19	23	0.94065
26	2	4.2747
22	38	0.05461
26	29	0.39469
22	30	0.30357
29	2	1.7759
21	35	0.39912
40	38	-0.17558
8	40	0.17628
4	35	0.081268
4	32	0.056677
2	21	-0.064015
16	7	5.0264
18	16	1.9375
14	5	5.9573
31	1	0.4168
25	38	-0.008052
31	12	0.052294
38	12	-1.7281
39	13	-1.8146
